Mood,Tamil Song,Tamil Movie,Travel Location,Famous Places,Famous Hotels with Price,Food,Book
Calm,Munbe Vaa,Deiva Thirumagal,Kodaikanal,"Botanical Garden, Doddabetta Peak, Ooty Lake",Taj Savoy (₹10500/night),Chocolate Ice Cream,Ikigai
Adventurous,Ullam Urugudhaiya,Minnale,Manali,"Aguada Fort, Dudhsagar Falls, Baga Beach",Wildflower Hall (₹13000/night),Biryani,Ikigai
Adventurous,Ullam Urugudhaiya,Deiva Thirumagal,Ooty,"Aguada Fort, Dudhsagar Falls, Baga Beach",Tea County (₹7000/night),Pasta,The Alchemist
Calm,Munbe Vaa,Minnale,Munnar,"Coaker's Walk, Bryant Park, Pillar Rocks",Taj Savoy (₹10500/night),Pasta,Atomic Habits
Happy,Munbe Vaa,Sillunu Oru Kadhal,Shimla,"Solang Valley, Rohtang Pass, Hadimba Temple",Sterling Kodai Lake (₹6000/night),Pasta,Sapiens
Romantic,Ullam Urugudhaiya,Deiva Thirumagal,Kodaikanal,"Pillar Rocks, Bryant Park, Coaker's Walk",Sterling Kodai Lake (₹6000/night),Pasta,Ikigai
Happy,Munbe Vaa,Sillunu Oru Kadhal,Manali,"Hadimba Temple, Rohtang Pass, Solang Valley",Fragrant Nature (₹8500/night),Pizza,Ikigai
Happy,Ullam Urugudhaiya,Minnale,Ooty,"Solang Valley, Rohtang Pass, Hadimba Temple",Taj Savoy (₹10500/night),Samosa,Big Magic
Calm,Ullam Urugudhaiya,Thani Oruvan,Shimla,"Doddabetta Peak, Botanical Garden, Ooty Lake",Manu Allaya Resort (₹7500/night),Chocolate Ice Cream,Atomic Habits
Romantic,Nenjukkul Peidhidum,Sillunu Oru Kadhal,Goa,"Coaker's Walk, Pillar Rocks, Bryant Park",Savoy Ooty (₹9000/night),Biryani,Atomic Habits
Adventurous,Nenjukkul Peidhidum,Azhagiya Tamil Magan,Manali,"Kufri, Jakhoo Temple, Mall Road",Span Resort & Spa (₹10000/night),Ice Cream,Ikigai
Calm,Munbe Vaa,Deiva Thirumagal,Ooty,"Bryant Park, Coaker's Walk, Pillar Rocks",Taj Savoy (₹10500/night),Samosa,The Alchemist
Calm,Munbe Vaa,Thani Oruvan,Ooty,"Hadimba Temple, Rohtang Pass, Solang Valley",Taj Savoy (₹10500/night),Ice Cream,Ikigai
Adventurous,Munbe Vaa,Minnale,Goa,"Baga Beach, Aguada Fort, Dudhsagar Falls",Sterling Kodai Lake (₹6000/night),Ice Cream,Ikigai
Happy,Ullam Urugudhaiya,Vaaranam Aayiram,Shimla,"Hadimba Temple, Rohtang Pass, Solang Valley",Sterling Kodai Lake (₹6000/night),Pizza,Ikigai
Happy,Ullam Urugudhaiya,Thani Oruvan,Manali,"Eravikulam National Park, Mattupetty Dam, Tea Gardens",Sterling Kodai Lake (₹6000/night),Pasta,The Alchemist
Happy,Nenjukkul Peidhidum,Azhagiya Tamil Magan,Munnar,"Solang Valley, Rohtang Pass, Hadimba Temple",Manu Allaya Resort (₹7500/night),Ice Cream,The Alchemist
Romantic,Munbe Vaa,Thani Oruvan,Kodaikanal,"Dudhsagar Falls, Aguada Fort, Baga Beach",Wildflower Hall (₹13000/night),Biryani,Ikigai
Calm,Munbe Vaa,Thani Oruvan,Shimla,"Hadimba Temple, Solang Valley, Rohtang Pass",Savoy Ooty (₹9000/night),Chocolate Ice Cream,Big Magic
Happy,Munbe Vaa,Deiva Thirumagal,Ooty,"Bryant Park, Coaker's Walk, Pillar Rocks",Sterling Kodai Lake (₹6000/night),Samosa,Big Magic
Adventurous,Munbe Vaa,Minnale,Kodaikanal,"Coaker's Walk, Pillar Rocks, Bryant Park",Wildflower Hall (₹13000/night),Ice Cream,Ikigai
Adventurous,Ullam Urugudhaiya,Minnale,Kodaikanal,"Ooty Lake, Doddabetta Peak, Botanical Garden",Sterling Kodai Lake (₹6000/night),Ice Cream,Atomic Habits
Happy,Munbe Vaa,Vaaranam Aayiram,Kodaikanal,"Tea Gardens, Mattupetty Dam, Eravikulam National Park",Wildflower Hall (₹13000/night),Pizza,Big Magic
Happy,Ullam Urugudhaiya,Deiva Thirumagal,Ooty,"Solang Valley, Rohtang Pass, Hadimba Temple",Taj Savoy (₹10500/night),Samosa,Atomic Habits
Calm,Ullam Urugudhaiya,Thani Oruvan,Ooty,"Bryant Park, Coaker's Walk, Pillar Rocks",Span Resort & Spa (₹10000/night),Samosa,Big Magic
Happy,Ullam Urugudhaiya,Sillunu Oru Kadhal,Kodaikanal,"Dudhsagar Falls, Aguada Fort, Baga Beach",Taj Exotica (₹12000/night),Pizza,The Alchemist
Calm,Nenjukkul Peidhidum,Vaaranam Aayiram,Manali,"Aguada Fort, Baga Beach, Dudhsagar Falls",Savoy Ooty (₹9000/night),Ice Cream,Big Magic
Happy,Munbe Vaa,Deiva Thirumagal,Kodaikanal,"Hadimba Temple, Solang Valley, Rohtang Pass",Taj Exotica (₹12000/night),Chocolate Ice Cream,Sapiens
Adventurous,Munbe Vaa,Deiva Thirumagal,Kodaikanal,"Doddabetta Peak, Ooty Lake, Botanical Garden",Taj Savoy (₹10500/night),Biryani,Big Magic
Calm,Munbe Vaa,Minnale,Kodaikanal,"Hadimba Temple, Rohtang Pass, Solang Valley",Taj Exotica (₹12000/night),Ice Cream,Big Magic
Calm,Ullam Urugudhaiya,Thani Oruvan,Kodaikanal,"Aguada Fort, Baga Beach, Dudhsagar Falls",Tea County (₹7000/night),Biryani,Big Magic
Adventurous,Nenjukkul Peidhidum,Sillunu Oru Kadhal,Goa,"Coaker's Walk, Pillar Rocks, Bryant Park",The Carlton (₹8000/night),Chocolate Ice Cream,Big Magic
Adventurous,Nenjukkul Peidhidum,Sillunu Oru Kadhal,Goa,"Doddabetta Peak, Ooty Lake, Botanical Garden",Wildflower Hall (₹13000/night),Biryani,Ikigai
Adventurous,Nenjukkul Peidhidum,Vaaranam Aayiram,Kodaikanal,"Botanical Garden, Doddabetta Peak, Ooty Lake",Wildflower Hall (₹13000/night),Samosa,The Alchemist
Happy,Ullam Urugudhaiya,Vaaranam Aayiram,Munnar,"Doddabetta Peak, Ooty Lake, Botanical Garden",Span Resort & Spa (₹10000/night),Pasta,Atomic Habits
Calm,Munbe Vaa,Vaaranam Aayiram,Ooty,"Hadimba Temple, Rohtang Pass, Solang Valley",Sterling Kodai Lake (₹6000/night),Pasta,Atomic Habits
Adventurous,Munbe Vaa,Minnale,Manali,"Mall Road, Kufri, Jakhoo Temple",Sterling Kodai Lake (₹6000/night),Chocolate Ice Cream,Ikigai
Adventurous,Munbe Vaa,Sillunu Oru Kadhal,Manali,"Eravikulam National Park, Mattupetty Dam, Tea Gardens",Manu Allaya Resort (₹7500/night),Pasta,Ikigai
Calm,Munbe Vaa,Vaaranam Aayiram,Kodaikanal,"Bryant Park, Pillar Rocks, Coaker's Walk",Sterling Kodai Lake (₹6000/night),Pasta,Big Magic
Romantic,Munbe Vaa,Azhagiya Tamil Magan,Goa,"Aguada Fort, Baga Beach, Dudhsagar Falls",Taj Exotica (₹12000/night),Ice Cream,Ikigai
Adventurous,Nenjukkul Peidhidum,Sillunu Oru Kadhal,Manali,"Pillar Rocks, Coaker's Walk, Bryant Park",Wildflower Hall (₹13000/night),Biryani,Big Magic
Happy,Munbe Vaa,Azhagiya Tamil Magan,Goa,"Eravikulam National Park, Mattupetty Dam, Tea Gardens",Span Resort & Spa (₹10000/night),Chocolate Ice Cream,Ikigai
Adventurous,Munbe Vaa,Minnale,Kodaikanal,"Aguada Fort, Dudhsagar Falls, Baga Beach",Wildflower Hall (₹13000/night),Ice Cream,The Alchemist
Romantic,Munbe Vaa,Vaaranam Aayiram,Ooty,"Botanical Garden, Doddabetta Peak, Ooty Lake",Manu Allaya Resort (₹7500/night),Pizza,Big Magic
Romantic,Nenjukkul Peidhidum,Deiva Thirumagal,Kodaikanal,"Coaker's Walk, Pillar Rocks, Bryant Park",The Carlton (₹8000/night),Samosa,Atomic Habits
Happy,Munbe Vaa,Sillunu Oru Kadhal,Shimla,"Coaker's Walk, Bryant Park, Pillar Rocks",Sterling Kodai Lake (₹6000/night),Pasta,Ikigai
Happy,Ullam Urugudhaiya,Vaaranam Aayiram,Kodaikanal,"Tea Gardens, Eravikulam National Park, Mattupetty Dam",Savoy Ooty (₹9000/night),Pasta,Big Magic
Adventurous,Ullam Urugudhaiya,Azhagiya Tamil Magan,Manali,"Aguada Fort, Dudhsagar Falls, Baga Beach",Tea County (₹7000/night),Pizza,Ikigai
Romantic,Ullam Urugudhaiya,Vaaranam Aayiram,Kodaikanal,"Coaker's Walk, Pillar Rocks, Bryant Park",Manu Allaya Resort (₹7500/night),Pizza,The Alchemist
Happy,Munbe Vaa,Minnale,Manali,"Coaker's Walk, Pillar Rocks, Bryant Park",Taj Savoy (₹10500/night),Biryani,Atomic Habits
Calm,Ullam Urugudhaiya,Azhagiya Tamil Magan,Goa,"Hadimba Temple, Rohtang Pass, Solang Valley",Savoy Ooty (₹9000/night),Ice Cream,Atomic Habits
Adventurous,Nenjukkul Peidhidum,Minnale,Munnar,"Coaker's Walk, Pillar Rocks, Bryant Park",Sterling Kodai Lake (₹6000/night),Pasta,Ikigai
Happy,Ullam Urugudhaiya,Thani Oruvan,Ooty,"Eravikulam National Park, Mattupetty Dam, Tea Gardens",Sterling Kodai Lake (₹6000/night),Samosa,Ikigai
Calm,Munbe Vaa,Thani Oruvan,Manali,"Hadimba Temple, Solang Valley, Rohtang Pass",Sterling Kodai Lake (₹6000/night),Samosa,Big Magic
Happy,Munbe Vaa,Sillunu Oru Kadhal,Munnar,"Eravikulam National Park, Mattupetty Dam, Tea Gardens",Span Resort & Spa (₹10000/night),Biryani,Big Magic
Calm,Nenjukkul Peidhidum,Minnale,Kodaikanal,"Doddabetta Peak, Ooty Lake, Botanical Garden",Span Resort & Spa (₹10000/night),Biryani,Ikigai
Romantic,Munbe Vaa,Vaaranam Aayiram,Goa,"Doddabetta Peak, Botanical Garden, Ooty Lake",Manu Allaya Resort (₹7500/night),Pasta,Atomic Habits
Happy,Munbe Vaa,Deiva Thirumagal,Kodaikanal,"Pillar Rocks, Bryant Park, Coaker's Walk",Sterling Kodai Lake (₹6000/night),Samosa,Atomic Habits
Calm,Munbe Vaa,Sillunu Oru Kadhal,Kodaikanal,"Dudhsagar Falls, Baga Beach, Aguada Fort",Taj Exotica (₹12000/night),Ice Cream,Ikigai
Happy,Nenjukkul Peidhidum,Sillunu Oru Kadhal,Manali,"Bryant Park, Pillar Rocks, Coaker's Walk",The Carlton (₹8000/night),Samosa,Ikigai
Adventurous,Munbe Vaa,Thani Oruvan,Shimla,"Solang Valley, Rohtang Pass, Hadimba Temple",Sterling Kodai Lake (₹6000/night),Chocolate Ice Cream,Sapiens
Happy,Ullam Urugudhaiya,Thani Oruvan,Goa,"Aguada Fort, Baga Beach, Dudhsagar Falls",Savoy Ooty (₹9000/night),Samosa,Ikigai
Adventurous,Ullam Urugudhaiya,Vaaranam Aayiram,Manali,"Botanical Garden, Doddabetta Peak, Ooty Lake",Wildflower Hall (₹13000/night),Pasta,Sapiens
Happy,Nenjukkul Peidhidum,Deiva Thirumagal,Ooty,"Coaker's Walk, Pillar Rocks, Bryant Park",Fragrant Nature (₹8500/night),Ice Cream,Atomic Habits
Happy,Munbe Vaa,Deiva Thirumagal,Goa,"Bryant Park, Coaker's Walk, Pillar Rocks",Sterling Kodai Lake (₹6000/night),Pizza,Big Magic
Calm,Munbe Vaa,Thani Oruvan,Munnar,"Coaker's Walk, Pillar Rocks, Bryant Park",Wildflower Hall (₹13000/night),Biryani,The Alchemist
Happy,Munbe Vaa,Azhagiya Tamil Magan,Munnar,"Aguada Fort, Dudhsagar Falls, Baga Beach",Manu Allaya Resort (₹7500/night),Ice Cream,Sapiens
Romantic,Munbe Vaa,Sillunu Oru Kadhal,Munnar,"Solang Valley, Rohtang Pass, Hadimba Temple",Span Resort & Spa (₹10000/night),Chocolate Ice Cream,Ikigai
Adventurous,Nenjukkul Peidhidum,Deiva Thirumagal,Ooty,"Bryant Park, Coaker's Walk, Pillar Rocks",Taj Exotica (₹12000/night),Pasta,Atomic Habits
Adventurous,Munbe Vaa,Minnale,Shimla,"Pillar Rocks, Bryant Park, Coaker's Walk",Savoy Ooty (₹9000/night),Biryani,Atomic Habits
Adventurous,Munbe Vaa,Thani Oruvan,Kodaikanal,"Dudhsagar Falls, Baga Beach, Aguada Fort",Taj Exotica (₹12000/night),Pasta,Ikigai
Adventurous,Munbe Vaa,Thani Oruvan,Kodaikanal,"Tea Gardens, Mattupetty Dam, Eravikulam National Park",Taj Exotica (₹12000/night),Samosa,Atomic Habits
Calm,Munbe Vaa,Vaaranam Aayiram,Manali,"Aguada Fort, Dudhsagar Falls, Baga Beach",Taj Exotica (₹12000/night),Biryani,Ikigai
Adventurous,Munbe Vaa,Sillunu Oru Kadhal,Kodaikanal,"Bryant Park, Pillar Rocks, Coaker's Walk",Span Resort & Spa (₹10000/night),Pasta,Ikigai
Romantic,Munbe Vaa,Vaaranam Aayiram,Kodaikanal,"Solang Valley, Rohtang Pass, Hadimba Temple",Fragrant Nature (₹8500/night),Biryani,Ikigai
Happy,Ullam Urugudhaiya,Sillunu Oru Kadhal,Ooty,"Bryant Park, Pillar Rocks, Coaker's Walk",Span Resort & Spa (₹10000/night),Samosa,Sapiens
Happy,Munbe Vaa,Vaaranam Aayiram,Goa,"Dudhsagar Falls, Aguada Fort, Baga Beach",Span Resort & Spa (₹10000/night),Biryani,Big Magic
Happy,Nenjukkul Peidhidum,Vaaranam Aayiram,Goa,"Coaker's Walk, Pillar Rocks, Bryant Park",Wildflower Hall (₹13000/night),Ice Cream,Ikigai
Happy,Munbe Vaa,Thani Oruvan,Manali,"Hadimba Temple, Rohtang Pass, Solang Valley",Manu Allaya Resort (₹7500/night),Samosa,The Alchemist
Calm,Munbe Vaa,Thani Oruvan,Kodaikanal,"Hadimba Temple, Solang Valley, Rohtang Pass",Taj Savoy (₹10500/night),Pasta,Ikigai
Adventurous,Nenjukkul Peidhidum,Azhagiya Tamil Magan,Munnar,"Hadimba Temple, Solang Valley, Rohtang Pass",Span Resort & Spa (₹10000/night),Pizza,Sapiens
Adventurous,Munbe Vaa,Thani Oruvan,Kodaikanal,"Coaker's Walk, Bryant Park, Pillar Rocks",Span Resort & Spa (₹10000/night),Samosa,The Alchemist
Happy,Munbe Vaa,Vaaranam Aayiram,Kodaikanal,"Botanical Garden, Doddabetta Peak, Ooty Lake",Span Resort & Spa (₹10000/night),Chocolate Ice Cream,Atomic Habits
Happy,Ullam Urugudhaiya,Minnale,Goa,"Eravikulam National Park, Mattupetty Dam, Tea Gardens",Savoy Ooty (₹9000/night),Biryani,Atomic Habits
Romantic,Ullam Urugudhaiya,Minnale,Kodaikanal,"Coaker's Walk, Pillar Rocks, Bryant Park",Taj Exotica (₹12000/night),Pasta,Big Magic
Calm,Munbe Vaa,Deiva Thirumagal,Kodaikanal,"Aguada Fort, Baga Beach, Dudhsagar Falls",Fragrant Nature (₹8500/night),Samosa,Big Magic
Calm,Munbe Vaa,Vaaranam Aayiram,Ooty,"Bryant Park, Pillar Rocks, Coaker's Walk",The Carlton (₹8000/night),Ice Cream,Ikigai
Happy,Ullam Urugudhaiya,Azhagiya Tamil Magan,Kodaikanal,"Bryant Park, Pillar Rocks, Coaker's Walk",Taj Exotica (₹12000/night),Chocolate Ice Cream,Sapiens
Calm,Ullam Urugudhaiya,Minnale,Ooty,"Ooty Lake, Doddabetta Peak, Botanical Garden",Wildflower Hall (₹13000/night),Chocolate Ice Cream,Atomic Habits
Romantic,Munbe Vaa,Minnale,Manali,"Kufri, Jakhoo Temple, Mall Road",Sterling Kodai Lake (₹6000/night),Biryani,Sapiens
Romantic,Munbe Vaa,Thani Oruvan,Shimla,"Dudhsagar Falls, Aguada Fort, Baga Beach",Savoy Ooty (₹9000/night),Chocolate Ice Cream,Sapiens
Romantic,Munbe Vaa,Thani Oruvan,Ooty,"Mall Road, Kufri, Jakhoo Temple",Sterling Kodai Lake (₹6000/night),Pasta,Big Magic
Happy,Ullam Urugudhaiya,Thani Oruvan,Ooty,"Coaker's Walk, Pillar Rocks, Bryant Park",Span Resort & Spa (₹10000/night),Pizza,Big Magic
Happy,Munbe Vaa,Minnale,Munnar,"Coaker's Walk, Pillar Rocks, Bryant Park",Manu Allaya Resort (₹7500/night),Biryani,Big Magic
Adventurous,Ullam Urugudhaiya,Deiva Thirumagal,Goa,"Baga Beach, Aguada Fort, Dudhsagar Falls",Sterling Kodai Lake (₹6000/night),Pizza,The Alchemist
Romantic,Ullam Urugudhaiya,Vaaranam Aayiram,Kodaikanal,"Dudhsagar Falls, Baga Beach, Aguada Fort",Sterling Kodai Lake (₹6000/night),Samosa,Sapiens
Happy,Munbe Vaa,Vaaranam Aayiram,Kodaikanal,"Tea Gardens, Eravikulam National Park, Mattupetty Dam",The Carlton (₹8000/night),Chocolate Ice Cream,Ikigai
Happy,Munbe Vaa,Deiva Thirumagal,Manali,"Bryant Park, Coaker's Walk, Pillar Rocks",The Carlton (₹8000/night),Pasta,Big Magic
Happy,Munbe Vaa,Thani Oruvan,Ooty,"Aguada Fort, Dudhsagar Falls, Baga Beach",Manu Allaya Resort (₹7500/night),Biryani,Ikigai
Romantic,Nenjukkul Peidhidum,Minnale,Kodaikanal,"Bryant Park, Pillar Rocks, Coaker's Walk",Sterling Kodai Lake (₹6000/night),Ice Cream,Atomic Habits
Happy,Ullam Urugudhaiya,Minnale,Kodaikanal,"Bryant Park, Coaker's Walk, Pillar Rocks",Sterling Kodai Lake (₹6000/night),Biryani,Big Magic
Romantic,Ullam Urugudhaiya,Minnale,Ooty,"Doddabetta Peak, Ooty Lake, Botanical Garden",Taj Exotica (₹12000/night),Biryani,Atomic Habits
Romantic,Munbe Vaa,Vaaranam Aayiram,Ooty,"Hadimba Temple, Rohtang Pass, Solang Valley",Span Resort & Spa (₹10000/night),Pasta,Big Magic
Calm,Ullam Urugudhaiya,Thani Oruvan,Kodaikanal,"Bryant Park, Pillar Rocks, Coaker's Walk",Span Resort & Spa (₹10000/night),Samosa,Big Magic
Happy,Ullam Urugudhaiya,Thani Oruvan,Manali,"Eravikulam National Park, Mattupetty Dam, Tea Gardens",Taj Exotica (₹12000/night),Samosa,Ikigai
Happy,Munbe Vaa,Azhagiya Tamil Magan,Munnar,"Bryant Park, Pillar Rocks, Coaker's Walk",Fragrant Nature (₹8500/night),Chocolate Ice Cream,Big Magic
Romantic,Ullam Urugudhaiya,Vaaranam Aayiram,Shimla,"Coaker's Walk, Pillar Rocks, Bryant Park",Wildflower Hall (₹13000/night),Pasta,Ikigai
Romantic,Munbe Vaa,Minnale,Munnar,"Dudhsagar Falls, Aguada Fort, Baga Beach",Taj Exotica (₹12000/night),Samosa,Sapiens
Adventurous,Munbe Vaa,Minnale,Manali,"Coaker's Walk, Pillar Rocks, Bryant Park",Sterling Kodai Lake (₹6000/night),Chocolate Ice Cream,The Alchemist
Calm,Munbe Vaa,Sillunu Oru Kadhal,Ooty,"Hadimba Temple, Rohtang Pass, Solang Valley",Sterling Kodai Lake (₹6000/night),Biryani,Ikigai
Happy,Nenjukkul Peidhidum,Minnale,Kodaikanal,"Mall Road, Kufri, Jakhoo Temple",Taj Exotica (₹12000/night),Biryani,Ikigai
Happy,Ullam Urugudhaiya,Azhagiya Tamil Magan,Shimla,"Kufri, Jakhoo Temple, Mall Road",Sterling Kodai Lake (₹6000/night),Chocolate Ice Cream,Atomic Habits
Calm,Munbe Vaa,Minnale,Goa,"Coaker's Walk, Pillar Rocks, Bryant Park",Manu Allaya Resort (₹7500/night),Samosa,Ikigai
Calm,Munbe Vaa,Deiva Thirumagal,Munnar,"Hadimba Temple, Rohtang Pass, Solang Valley",Wildflower Hall (₹13000/night),Ice Cream,Atomic Habits
Adventurous,Ullam Urugudhaiya,Vaaranam Aayiram,Shimla,"Kufri, Jakhoo Temple, Mall Road",Taj Savoy (₹10500/night),Samosa,Atomic Habits
Happy,Nenjukkul Peidhidum,Deiva Thirumagal,Ooty,"Hadimba Temple, Solang Valley, Rohtang Pass",Span Resort & Spa (₹10000/night),Ice Cream,The Alchemist
Happy,Munbe Vaa,Azhagiya Tamil Magan,Manali,"Solang Valley, Rohtang Pass, Hadimba Temple",Wildflower Hall (₹13000/night),Ice Cream,Ikigai
Romantic,Munbe Vaa,Minnale,Munnar,"Bryant Park, Pillar Rocks, Coaker's Walk",Taj Exotica (₹12000/night),Pasta,Big Magic
Romantic,Munbe Vaa,Deiva Thirumagal,Kodaikanal,"Coaker's Walk, Bryant Park, Pillar Rocks",Sterling Kodai Lake (₹6000/night),Pasta,Sapiens
Adventurous,Ullam Urugudhaiya,Vaaranam Aayiram,Goa,"Hadimba Temple, Solang Valley, Rohtang Pass",Wildflower Hall (₹13000/night),Ice Cream,Big Magic
Calm,Nenjukkul Peidhidum,Deiva Thirumagal,Kodaikanal,"Coaker's Walk, Bryant Park, Pillar Rocks",Tea County (₹7000/night),Pasta,Ikigai
Calm,Munbe Vaa,Sillunu Oru Kadhal,Kodaikanal,"Solang Valley, Rohtang Pass, Hadimba Temple",The Carlton (₹8000/night),Biryani,Atomic Habits
Romantic,Ullam Urugudhaiya,Minnale,Manali,"Tea Gardens, Mattupetty Dam, Eravikulam National Park",Taj Exotica (₹12000/night),Samosa,Big Magic
Romantic,Munbe Vaa,Thani Oruvan,Kodaikanal,"Bryant Park, Pillar Rocks, Coaker's Walk",The Carlton (₹8000/night),Ice Cream,The Alchemist
Calm,Ullam Urugudhaiya,Deiva Thirumagal,Kodaikanal,"Kufri, Jakhoo Temple, Mall Road",Span Resort & Spa (₹10000/night),Chocolate Ice Cream,Atomic Habits
Romantic,Ullam Urugudhaiya,Minnale,Goa,"Tea Gardens, Eravikulam National Park, Mattupetty Dam",The Carlton (₹8000/night),Chocolate Ice Cream,Big Magic
Adventurous,Ullam Urugudhaiya,Azhagiya Tamil Magan,Ooty,"Botanical Garden, Doddabetta Peak, Ooty Lake",Tea County (₹7000/night),Samosa,Atomic Habits
Calm,Ullam Urugudhaiya,Thani Oruvan,Manali,"Hadimba Temple, Rohtang Pass, Solang Valley",Wildflower Hall (₹13000/night),Ice Cream,Sapiens
Adventurous,Munbe Vaa,Deiva Thirumagal,Goa,"Pillar Rocks, Bryant Park, Coaker's Walk",Savoy Ooty (₹9000/night),Biryani,Big Magic
Romantic,Nenjukkul Peidhidum,Minnale,Kodaikanal,"Tea Gardens, Eravikulam National Park, Mattupetty Dam",Wildflower Hall (₹13000/night),Samosa,Big Magic
Romantic,Munbe Vaa,Vaaranam Aayiram,Manali,"Solang Valley, Rohtang Pass, Hadimba Temple",Taj Exotica (₹12000/night),Biryani,Big Magic
Happy,Munbe Vaa,Sillunu Oru Kadhal,Manali,"Aguada Fort, Dudhsagar Falls, Baga Beach",Taj Savoy (₹10500/night),Ice Cream,Big Magic
Happy,Nenjukkul Peidhidum,Vaaranam Aayiram,Kodaikanal,"Botanical Garden, Doddabetta Peak, Ooty Lake",Sterling Kodai Lake (₹6000/night),Biryani,The Alchemist
Calm,Munbe Vaa,Vaaranam Aayiram,Shimla,"Solang Valley, Rohtang Pass, Hadimba Temple",The Leela (₹15000/night),Pasta,Atomic Habits
Happy,Nenjukkul Peidhidum,Deiva Thirumagal,Manali,"Pillar Rocks, Bryant Park, Coaker's Walk",Sterling Kodai Lake (₹6000/night),Pasta,Sapiens
Adventurous,Ullam Urugudhaiya,Thani Oruvan,Manali,"Hadimba Temple, Solang Valley, Rohtang Pass",Taj Exotica (₹12000/night),Ice Cream,Sapiens
Calm,Ullam Urugudhaiya,Sillunu Oru Kadhal,Munnar,"Pillar Rocks, Coaker's Walk, Bryant Park",Tea County (₹7000/night),Chocolate Ice Cream,Big Magic
Calm,Nenjukkul Peidhidum,Vaaranam Aayiram,Shimla,"Eravikulam National Park, Mattupetty Dam, Tea Gardens",Sterling Kodai Lake (₹6000/night),Chocolate Ice Cream,Sapiens
Adventurous,Munbe Vaa,Sillunu Oru Kadhal,Munnar,"Hadimba Temple, Rohtang Pass, Solang Valley",Wildflower Hall (₹13000/night),Biryani,Big Magic
Happy,Ullam Urugudhaiya,Vaaranam Aayiram,Manali,"Tea Gardens, Mattupetty Dam, Eravikulam National Park",Wildflower Hall (₹13000/night),Samosa,Ikigai
Happy,Ullam Urugudhaiya,Thani Oruvan,Shimla,"Aguada Fort, Dudhsagar Falls, Baga Beach",The Carlton (₹8000/night),Samosa,The Alchemist
Romantic,Munbe Vaa,Deiva Thirumagal,Kodaikanal,"Tea Gardens, Eravikulam National Park, Mattupetty Dam",Manu Allaya Resort (₹7500/night),Biryani,Atomic Habits
Happy,Munbe Vaa,Vaaranam Aayiram,Goa,"Hadimba Temple, Rohtang Pass, Solang Valley",Taj Exotica (₹12000/night),Ice Cream,Ikigai
Calm,Ullam Urugudhaiya,Thani Oruvan,Kodaikanal,"Aguada Fort, Dudhsagar Falls, Baga Beach",Taj Exotica (₹12000/night),Biryani,Atomic Habits
Happy,Nenjukkul Peidhidum,Vaaranam Aayiram,Kodaikanal,"Bryant Park, Pillar Rocks, Coaker's Walk",Taj Exotica (₹12000/night),Samosa,Ikigai
Romantic,Nenjukkul Peidhidum,Vaaranam Aayiram,Kodaikanal,"Aguada Fort, Baga Beach, Dudhsagar Falls",Sterling Kodai Lake (₹6000/night),Pizza,Ikigai
Adventurous,Ullam Urugudhaiya,Azhagiya Tamil Magan,Kodaikanal,"Aguada Fort, Dudhsagar Falls, Baga Beach",Manu Allaya Resort (₹7500/night),Samosa,Ikigai
Happy,Ullam Urugudhaiya,Vaaranam Aayiram,Kodaikanal,"Mall Road, Kufri, Jakhoo Temple",Manu Allaya Resort (₹7500/night),Ice Cream,Sapiens
Calm,Munbe Vaa,Sillunu Oru Kadhal,Kodaikanal,"Ooty Lake, Doddabetta Peak, Botanical Garden",Savoy Ooty (₹9000/night),Ice Cream,Ikigai
Happy,Ullam Urugudhaiya,Minnale,Ooty,"Pillar Rocks, Bryant Park, Coaker's Walk",Savoy Ooty (₹9000/night),Biryani,Atomic Habits
Happy,Munbe Vaa,Azhagiya Tamil Magan,Kodaikanal,"Coaker's Walk, Pillar Rocks, Bryant Park",Span Resort & Spa (₹10000/night),Samosa,Big Magic
Happy,Ullam Urugudhaiya,Vaaranam Aayiram,Goa,"Pillar Rocks, Bryant Park, Coaker's Walk",The Carlton (₹8000/night),Samosa,Big Magic
Adventurous,Munbe Vaa,Deiva Thirumagal,Munnar,"Bryant Park, Coaker's Walk, Pillar Rocks",Wildflower Hall (₹13000/night),Samosa,Sapiens
Adventurous,Ullam Urugudhaiya,Minnale,Kodaikanal,"Solang Valley, Rohtang Pass, Hadimba Temple",Savoy Ooty (₹9000/night),Chocolate Ice Cream,The Alchemist
Calm,Nenjukkul Peidhidum,Minnale,Kodaikanal,"Aguada Fort, Dudhsagar Falls, Baga Beach",Sterling Kodai Lake (₹6000/night),Pasta,Ikigai
Romantic,Nenjukkul Peidhidum,Sillunu Oru Kadhal,Ooty,"Solang Valley, Rohtang Pass, Hadimba Temple",Span Resort & Spa (₹10000/night),Samosa,Big Magic
Calm,Nenjukkul Peidhidum,Deiva Thirumagal,Kodaikanal,"Hadimba Temple, Rohtang Pass, Solang Valley",Savoy Ooty (₹9000/night),Pasta,The Alchemist
Calm,Nenjukkul Peidhidum,Vaaranam Aayiram,Munnar,"Solang Valley, Rohtang Pass, Hadimba Temple",Taj Exotica (₹12000/night),Ice Cream,Sapiens
Romantic,Nenjukkul Peidhidum,Azhagiya Tamil Magan,Shimla,"Baga Beach, Aguada Fort, Dudhsagar Falls",Sterling Kodai Lake (₹6000/night),Chocolate Ice Cream,The Alchemist
